team,name,season,gamesPlayed,wins,losses,overtimeLosses,points,pointsPercentage,regulationWins,regulationOvertimeWins,shootoutWins,goalsFor,goalsAgainst,goalsForPerGame,goalsAgainstPerGame,shutouts,powerPlayPercentage,penaltyKillPercentage,netPowerPlayPercentage,netPenaltyKillPercentage,shotsPerGame,shotsAgainstPerGame,faceoffWinsPercentage
NYR,New York Rangers,2015,82,46,27,9,101,0.616,39,43,3,233,215,2.84,2.62,5,18.6,78.2,16.4,79.4,28.5,30.4,49.2
OTT,Ottawa Senators,2015,82,38,35,9,85,0.518,26,32,6,230,241,2.8,2.94,5,15.8,75.8,14.6,82.5,28.4,32.8,50.6
PHI,Philadelphia Flyers,2015,82,41,27,14,96,0.585,28,38,3,211,210,2.57,2.56,7,18.9,80.5,16.1,81.7,31.0,30.7,51.0
PIT,Pittsburgh Penguins,2015,82,48,26,8,104,0.634,38,44,4,241,199,2.94,2.43,6,18.4,84.4,16.5,88.7,33.2,29.7,50.2
SJS,San Jose Sharks,2015,82,46,30,6,98,0.598,37,42,4,237,207,2.89,2.52,9,22.5,80.5,20.0,83.1,30.4,27.4,50.7
STL,St. Louis Blues,2015,82,49,24,9,107,0.652,36,44,5,219,197,2.67,2.4,10,21.5,85.1,19.4,86.6,30.2,29.7,51.3
TBL,Tampa Bay Lightning,2015,82,46,31,5,97,0.591,36,43,3,224,198,2.73,2.41,7,15.8,84.0,13.3,86.8,29.3,28.9,49.5
TOR,Toronto Maple Leafs,2015,82,29,42,11,69,0.421,20,23,6,192,240,2.34,2.93,4,15.4,81.6,12.4,82.7,30.7,30.5,50.6
VAN,Vancouver Canucks,2015,82,31,38,13,75,0.457,22,26,5,186,239,2.27,2.91,1,15.8,81.1,12.6,82.7,28.2,32.5,45.4
WSH,Washington Capitals,2015,82,56,18,8,120,0.732,45,52,4,248,191,3.02,2.33,3,21.9,85.2,19.9,85.9,30.6,28.4,49.6
WPG,Winnipeg Jets,2015,82,35,39,8,78,0.476,29,32,3,212,236,2.59,2.88,3,14.8,78.4,13.2,81.9,29.6,29.5,46.7
ANA,Anaheim Ducks,2016,82,46,23,13,105,0.64,40,43,3,220,197,2.68,2.4,8,18.7,84.7,15.9,87.9,29.6,29.6,54.7
ARI,Arizona Coyotes,2016,82,30,42,10,70,0.427,20,24,6,191,258,2.33,3.15,3,16.2,77.3,13.2,80.4,27.8,34.1,48.0
BOS,Boston Bruins,2016,82,44,31,7,95,0.579,38,42,2,232,209,2.83,2.55,8,21.7,85.7,19.3,89.4,33.2,26.8,53.2
BUF,Buffalo Sabres,2016,82,33,37,12,78,0.476,25,31,2,199,231,2.43,2.82,3,24.5,77.6,22.7,78.9,30.4,34.3,49.6
CGY,Calgary Flames,2016,82,45,33,4,94,0.573,32,41,4,222,219,2.71,2.67,5,20.2,81.6,18.3,84.5,29.1,28.7,48.9
CAR,Carolina Hurricanes,2016,82,36,31,15,87,0.53,28,33,3,212,230,2.59,2.8,3,17.7,84.2,15.2,89.1,30.4,28.3,53.1
CHI,Chicago Blackhawks,2016,82,50,23,9,109,0.665,37,46,4,240,212,2.93,2.59,4,18.0,77.7,15.0,78.2,30.6,31.4,47.5
COL,Colorado Avalanche,2016,82,22,56,4,48,0.293,14,21,1,165,276,2.01,3.37,3,12.6,76.6,11.7,78.5,28.1,31.7,53.6
CBJ,Columbus Blue Jackets,2016,82,50,24,8,108,0.659,39,48,2,247,193,3.01,2.35,8,19.9,82.5,19.0,87.0,31.0,30.4,48.6
DAL,Dallas Stars,2016,82,34,37,11,79,0.482,28,33,1,222,260,2.71,3.17,3,17.9,73.9,13.6,75.9,30.5,29.7,49.9
DET,Detroit Red Wings,2016,82,33,36,13,79,0.482,17,24,9,198,244,2.41,2.98,4,15.1,80.9,11.5,82.1,28.5,30.6,51.9
EDM,Edmonton Oilers,2016,82,47,26,9,103,0.628,37,43,4,243,207,2.96,2.52,7,22.9,80.7,20.8,82.5,31.1,29.5,47.0
FLA,Florida Panthers,2016,82,35,36,11,81,0.494,23,30,5,205,231,2.5,2.82,4,17.0,85.3,14.0,88.6,32.2,31.6,47.9
LAK,Los Angeles Kings,2016,82,39,35,8,86,0.524,25,37,2,199,201,2.43,2.45,9,19.1,84.6,17.8,86.6,31.1,25.9,50.8
MIN,Minnesota Wild,2016,82,49,25,8,106,0.646,42,46,3,263,206,3.21,2.51,5,21.0,82.9,19.6,85.3,30.8,30.1,51.9
MTL,Montréal Canadiens,2016,82,47,26,9,103,0.628,33,44,3,223,198,2.72,2.41,5,19.7,81.1,17.0,83.1,30.0,29.6,50.3
NSH,Nashville Predators,2016,82,41,29,12,94,0.573,35,39,2,238,220,2.9,2.68,4,18.9,80.9,16.6,85.9,31.2,30.1,51.4
NJD,New Jersey Devils,2016,82,28,40,14,70,0.427,18,25,3,180,241,2.2,2.94,3,17.5,79.6,12.7,81.9,27.8,31.4,49.2
NYI,New York Islanders,2016,82,41,29,12,94,0.573,33,39,2,239,238,2.91,2.9,5,15.0,81.9,12.0,84.1,30.2,31.9,47.7
NYR,New York Rangers,2016,82,48,28,6,102,0.622,40,45,3,253,216,3.09,2.63,7,20.2,79.8,18.0,83.9,29.7,30.1,48.4
OTT,Ottawa Senators,2016,82,44,28,10,98,0.598,34,38,6,206,210,2.51,2.56,10,17.0,79.7,15.8,82.5,30.0,30.1,51.0
PHI,Philadelphia Flyers,2016,82,39,33,10,88,0.537,25,32,7,212,231,2.59,2.82,5,19.5,79.8,16.2,81.4,31.5,28.5,52.3
PIT,Pittsburgh Penguins,2016,82,50,21,11,111,0.677,40,46,4,278,229,3.39,2.79,5,23.1,79.8,20.4,81.7,33.5,32.6,47.6
SJS,San Jose Sharks,2016,82,46,29,7,99,0.604,38,44,2,219,200,2.67,2.44,3,16.7,80.7,14.2,84.0,29.9,27.7,48.1
STL,St. Louis Blues,2016,82,46,29,7,99,0.604,38,44,2,233,216,2.84,2.63,8,21.3,84.8,19.1,85.9,28.4,28.4,50.3
TBL,Tampa Bay Lightning,2016,82,42,30,10,94,0.573,32,38,4,230,224,2.8,2.73,3,22.8,81.4,19.9,82.9,29.9,30.4,47.7
TOR,Toronto Maple Leafs,2016,82,40,27,15,95,0.579,33,39,1,250,234,3.05,2.85,5,23.8,82.5,20.9,84.9,31.9,32.6,49.9
VAN,Vancouver Canucks,2016,82,30,43,9,69,0.421,19,26,4,178,241,2.17,2.94,3,14.1,76.7,11.5,77.6,27.7,31.8,51.1
WSH,Washington Capitals,2016,82,55,19,8,118,0.72,45,53,2,261,177,3.18,2.16,12,23.1,83.8,21.9,85.7,30.4,27.8,49.8
WPG,Winnipeg Jets,2016,82,40,35,7,87,0.53,33,37,3,246,255,3.0,3.11,5,18.2,77.5,14.8,81.1,29.9,31.0,48.5
ANA,Anaheim Ducks,2017,82,44,25,13,101,0.616,35,40,4,231,209,2.82,2.55,9,17.8,83.2,15.9,86.9,30.2,33.1,51.3
ARI,Arizona Coyotes,2017,82,29,41,12,70,0.427,20,27,2,206,251,2.51,3.06,5,16.9,80.0,12.8,80.9,29.9,32.2,47.7
BOS,Boston Bruins,2017,82,50,20,12,112,0.683,41,47,3,267,211,3.26,2.57,4,23.6,83.7,19.7,87.3,33.0,29.3,50.7
BUF,Buffalo Sabres,2017,82,25,45,12,62,0.378,19,24,1,198,278,2.41,3.39,3,19.1,77.9,15.2,81.7,31.2,32.7,51.5
CGY,Calgary Flames,2017,82,37,35,10,84,0.512,28,35,2,216,243,2.63,2.96,3,16.0,81.8,13.4,84.4,33.6,31.1,49.4
CAR,Carolina Hurricanes,2017,82,36,35,11,83,0.506,30,33,3,225,253,2.74,3.09,2,18.4,77.5,15.9,79.1,33.9,28.9,54.1
CHI,Chicago Blackhawks,2017,82,33,39,10,76,0.463,26,32,1,228,254,2.78,3.1,2,16.0,79.1,13.4,81.3,34.1,32.9,49.3
COL,Colorado Avalanche,2017,82,43,30,9,95,0.579,35,41,2,255,236,3.11,2.88,5,22.0,83.3,17.6,85.9,29.7,33.3,44.2
CBJ,Columbus Blue Jackets,2017,82,45,30,7,97,0.591,30,39,6,236,226,2.88,2.76,5,17.2,76.2,14.1,78.0,33.7,31.3,48.4
DAL,Dallas Stars,2017,82,42,32,8,92,0.561,33,38,4,231,222,2.82,2.71,6,19.3,80.8,15.2,83.3,31.2,29.8,52.5
DET,Detroit Red Wings,2017,82,30,39,13,73,0.445,22,25,5,212,254,2.59,3.1,4,17.5,77.5,15.4,81.0,30.4,31.9,48.9
EDM,Edmonton Oilers,2017,82,36,40,6,78,0.476,24,31,5,229,262,2.79,3.2,1,14.8,76.7,12.4,81.2,33.4,32.1,48.7
FLA,Florida Panthers,2017,82,44,30,8,96,0.585,38,41,3,245,243,2.99,2.96,7,18.9,80.2,16.9,84.6,34.4,34.6,50.7
LAK,Los Angeles Kings,2017,82,45,29,8,98,0.598,34,43,2,237,202,2.89,2.46,8,20.4,85.0,18.8,86.9,31.0,30.9,49.7
MIN,Minnesota Wild,2017,82,45,26,11,101,0.616,38,42,3,250,229,3.05,2.79,6,20.4,81.3,17.9,83.8,30.2,31.3,49.8
MTL,Montréal Canadiens,2017,82,29,40,13,71,0.433,24,27,2,207,258,2.52,3.15,4,21.2,74.1,18.8,76.8,32.8,32.3,47.5
NSH,Nashville Predators,2017,82,53,18,11,117,0.713,42,47,6,261,204,3.18,2.49,11,21.2,81.9,19.4,85.3,32.2,32.4,53.3
NJD,New Jersey Devils,2017,82,44,29,9,97,0.591,33,39,5,243,240,2.96,2.93,2,21.4,81.8,19.0,86.4,31.7,31.9,47.0
NYI,New York Islanders,2017,82,35,37,10,80,0.488,25,32,3,261,293,3.18,3.57,2,23.2,73.2,18.8,75.3,31.4,35.6,48.9
NYR,New York Rangers,2017,82,34,39,9,77,0.47,24,31,3,228,263,2.78,3.21,3,21.2,81.4,19.1,83.4,31.0,35.3,49.3
OTT,Ottawa Senators,2017,82,28,43,11,67,0.409,18,26,2,219,284,2.67,3.46,2,16.6,76.2,14.2,77.9,30.7,33.1,50.3
PHI,Philadelphia Flyers,2017,82,42,26,14,98,0.598,31,40,2,249,236,3.04,2.88,3,20.7,75.8,16.9,77.1,32.1,29.9,53.3
PIT,Pittsburgh Penguins,2017,82,47,29,6,100,0.61,33,45,2,270,248,3.29,3.02,4,26.2,80.0,25.0,82.3,34.4,31.1,50.3
SJS,San Jose Sharks,2017,82,45,27,10,100,0.61,35,40,5,247,226,3.01,2.76,6,20.6,84.8,19.5,88.4,33.0,30.3,51.3
STL,St. Louis Blues,2017,82,44,32,6,94,0.573,33,41,3,223,222,2.72,2.71,4,15.4,79.7,11.8,81.8,32.6,29.7,50.6
TBL,Tampa Bay Lightning,2017,82,54,23,5,113,0.689,42,48,6,290,234,3.54,2.85,8,23.9,76.1,22.8,79.5,32.7,32.7,48.2
TOR,Toronto Maple Leafs,2017,82,49,26,7,105,0.64,37,42,7,270,230,3.29,2.8,8,25.0,81.4,22.8,83.1,32.2,33.9,51.8
VAN,Vancouver Canucks,2017,82,31,40,11,73,0.445,25,31,0,218,259,2.66,3.16,4,21.5,78.3,17.4,80.8,30.0,32.2,49.5
VGK,Vegas Golden Knights,2017,82,51,24,7,109,0.665,39,47,4,268,225,3.27,2.74,5,21.0,81.4,19.0,84.8,32.8,30.7,48.9
WSH,Washington Capitals,2017,82,49,26,7,105,0.64,38,46,3,256,238,3.12,2.9,3,22.5,80.3,19.3,81.8,29.0,31.9,50.4
WPG,Winnipeg Jets,2017,82,52,20,10,114,0.695,43,48,4,273,216,3.33,2.63,7,23.4,81.8,20.8,85.0,32.2,31.9,52.4
ANA,Anaheim Ducks,2018,82,35,37,10,80,0.488,27,32,3,196,248,2.39,3.02,4,17.0,79.7,12.3,81.5,27.7,33.2,51.3
ARI,Arizona Coyotes,2018,82,39,35,8,86,0.524,30,35,4,209,220,2.55,2.68,6,16.3,85.0,12.8,92.0,30.7,30.8,47.9
BOS,Boston Bruins,2018,82,49,24,9,107,0.652,38,47,2,257,212,3.13,2.59,9,25.9,79.9,19.9,82.8,32.7,29.5,50.7
BUF,Buffalo Sabres,2018,82,33,39,10,76,0.463,21,28,5,221,268,2.7,3.27,2,19.5,80.9,15.7,82.3,32.9,33.0,47.9
CGY,Calgary Flames,2018,82,50,25,7,107,0.652,45,50,0,289,223,3.52,2.72,3,19.3,79.7,16.7,87.0,32.4,28.1,52.4
CAR,Carolina Hurricanes,2018,82,46,29,7,99,0.604,39,44,2,243,221,2.96,2.7,6,17.8,81.6,14.6,84.9,34.4,28.6,49.0
CHI,Chicago Blackhawks,2018,82,36,34,12,84,0.512,24,33,3,267,291,3.26,3.55,2,20.2,72.7,17.2,75.3,32.5,34.8,49.5
COL,Colorado Avalanche,2018,82,38,30,14,90,0.549,33,36,2,258,244,3.15,2.98,5,22.0,78.7,20.3,82.0,32.6,31.9,48.1
CBJ,Columbus Blue Jackets,2018,82,47,31,4,98,0.598,37,45,2,256,231,3.12,2.82,9,15.4,85.0,12.7,89.0,31.6,29.5,50.2
DAL,Dallas Stars,2018,82,43,32,7,93,0.567,36,42,1,209,200,2.55,2.44,10,21.0,82.8,20.1,84.5,30.7,31.6,51.9
DET,Detroit Red Wings,2018,82,32,40,10,74,0.451,20,29,3,224,272,2.73,3.32,2,18.1,77.1,14.8,80.0,29.2,33.7,50.8
EDM,Edmonton Oilers,2018,82,35,38,9,79,0.482,24,32,3,229,271,2.79,3.3,5,21.2,74.8,18.0,78.9,29.2,31.7,48.4
FLA,Florida Panthers,2018,82,36,32,14,86,0.524,26,33,3,264,273,3.22,3.33,1,26.8,81.3,21.9,82.6,33.0,30.7,49.8
LAK,Los Angeles Kings,2018,82,31,42,9,71,0.433,22,28,3,199,259,2.43,3.16,5,15.8,76.5,10.0,78.3,28.8,31.4,50.5
MIN,Minnesota Wild,2018,82,37,36,9,83,0.506,33,36,1,210,233,2.56,2.84,2,20.3,81.7,18.7,83.8,31.3,29.5,49.4
MTL,Montréal Canadiens,2018,82,44,30,8,96,0.585,37,41,3,246,236,3.0,2.88,4,13.2,80.9,11.5,83.0,34.1,31.1,49.4
NSH,Nashville Predators,2018,82,47,29,6,100,0.61,38,43,4,236,212,2.88,2.59,7,12.9,82.1,9.8,85.3,32.7,30.0,51.5
NJD,New Jersey Devils,2018,82,31,41,10,72,0.439,24,28,3,219,271,2.67,3.3,6,17.7,84.3,13.8,88.2,30.3,31.6,49.3
NYI,New York Islanders,2018,82,48,27,7,103,0.628,37,43,5,223,191,2.72,2.33,11,14.5,79.9,14.1,82.6,28.8,30.9,47.4
NYR,New York Rangers,2018,82,32,36,14,78,0.476,23,26,6,221,267,2.7,3.26,2,19.4,78.2,17.6,80.8,29.2,33.8,46.9
OTT,Ottawa Senators,2018,82,29,47,6,64,0.39,23,29,0,242,301,2.95,3.67,4,20.4,79.2,16.8,81.0,29.6,35.7,49.6
PHI,Philadelphia Flyers,2018,82,37,37,8,82,0.5,28,34,3,241,280,2.94,3.41,3,17.1,78.5,12.4,80.2,31.5,32.5,54.7
PIT,Pittsburgh Penguins,2018,82,44,26,12,100,0.61,37,42,2,271,238,3.3,2.9,7,24.6,79.7,18.0,85.1,33.3,33.3,50.6
SJS,San Jose Sharks,2018,82,46,27,9,101,0.616,38,46,0,289,258,3.52,3.15,5,23.7,80.8,19.9,84.6,33.0,28.3,50.3
STL,St. Louis Blues,2018,82,45,28,9,99,0.604,36,42,3,244,220,2.98,2.68,9,21.1,81.5,18.1,83.6,31.8,28.6,51.4
TBL,Tampa Bay Lightning,2018,82,62,16,4,128,0.78,49,56,6,319,221,3.89,2.7,6,28.2,85.0,27.1,89.5,32.0,32.1,51.2
TOR,Toronto Maple Leafs,2018,82,46,28,8,100,0.61,40,46,0,286,249,3.49,3.04,3,21.8,79.9,17.5,82.4,33.4,33.1,53.0
VAN,Vancouver Canucks,2018,82,35,36,11,81,0.494,22,29,6,219,248,2.67,3.02,1,17.1,81.1,13.9,83.9,29.7,31.7,49.5
VGK,Vegas Golden Knights,2018,82,43,32,7,93,0.567,36,40,3,246,228,3.0,2.78,9,16.8,80.9,15.9,85.7,34.3,29.3,50.4
WSH,Washington Capitals,2018,82,48,26,8,104,0.634,39,44,4,274,248,3.34,3.02,4,20.8,78.9,18.6,80.8,30.4,31.5,45.7
WPG,Winnipeg Jets,2018,82,47,30,5,99,0.604,38,45,2,270,243,3.29,2.96,3,24.8,79.2,22.0,83.2,31.2,33.4,50.7
ANA,Anaheim Ducks,2019,71,29,33,9,67,0.472,20,24,5,182,225,2.56,3.17,1,14.7,77.0,12.0,81.7,29.7,32.1,50.5
ARI,Arizona Coyotes,2019,70,33,29,8,74,0.529,26,28,5,190,183,2.71,2.61,4,19.2,82.7,16.8,85.3,31.7,32.4,49.1
BOS,Boston Bruins,2019,70,44,14,12,100,0.714,38,44,0,227,167,3.24,2.39,8,25.2,84.3,22.1,86.6,32.1,30.0,51.0
BUF,Buffalo Sabres,2019,69,30,31,8,68,0.493,22,28,2,193,215,2.8,3.12,3,18.9,74.6,13.3,77.3,29.3,31.1,45.9
CGY,Calgary Flames,2019,70,36,27,7,79,0.564,25,30,6,204,214,2.91,3.06,4,21.2,82.1,16.6,85.2,31.6,32.4,49.1
CAR,Carolina Hurricanes,2019,68,38,25,5,81,0.596,27,33,5,217,193,3.19,2.84,6,22.3,84.0,20.4,88.1,33.3,29.3,50.5
CHI,Chicago Blackhawks,2019,70,32,30,8,72,0.514,23,28,4,208,214,2.97,3.06,1,15.2,82.1,11.5,85.0,31.8,35.1,49.9
COL,Colorado Avalanche,2019,70,42,20,8,92,0.657,37,41,1,236,190,3.37,2.71,4,19.1,81.4,16.6,85.2,32.2,31.3,49.6
CBJ,Columbus Blue Jackets,2019,70,33,22,15,81,0.579,25,33,0,180,183,2.57,2.61,7,16.4,81.7,13.8,83.4,32.5,29.9,48.5
DAL,Dallas Stars,2019,69,37,24,8,82,0.594,26,35,2,178,174,2.58,2.52,2,21.1,79.7,19.1,82.0,30.6,31.6,51.8
DET,Detroit Red Wings,2019,71,17,49,5,39,0.275,13,14,3,142,265,2.0,3.73,1,14.9,74.3,8.8,76.1,27.1,32.8,49.5
EDM,Edmonton Oilers,2019,71,37,25,9,83,0.585,31,35,2,223,215,3.14,3.03,2,29.5,84.4,24.5,85.9,29.6,32.0,49.0
FLA,Florida Panthers,2019,69,35,26,8,78,0.565,30,32,3,228,224,3.3,3.25,2,21.3,78.5,19.0,80.6,32.7,32.3,50.3
LAK,Los Angeles Kings,2019,70,29,35,6,64,0.457,21,28,1,177,209,2.53,2.99,1,17.1,77.4,16.6,80.0,33.2,29.7,50.8
MIN,Minnesota Wild,2019,69,35,27,7,77,0.558,30,33,2,218,217,3.16,3.14,6,21.3,77.2,18.5,78.6,30.1,30.7,48.4
MTL,Montréal Canadiens,2019,71,31,31,9,71,0.5,19,27,4,208,220,2.93,3.1,4,17.7,78.7,15.1,81.5,34.1,31.1,50.4
NSH,Nashville Predators,2019,69,35,26,8,78,0.565,28,32,3,212,214,3.07,3.1,7,17.3,76.1,13.7,78.9,33.1,31.3,52.3
NJD,New Jersey Devils,2019,69,28,29,12,68,0.493,22,24,4,185,224,2.68,3.25,4,17.9,82.4,13.7,86.4,30.7,32.7,46.8
NYI,New York Islanders,2019,68,35,23,10,80,0.588,24,32,3,189,190,2.78,2.79,3,17.3,80.7,14.3,84.1,29.6,31.2,49.8
NYR,New York Rangers,2019,70,37,28,5,79,0.564,31,36,1,233,220,3.33,3.14,3,22.9,77.4,20.3,80.9,31.1,34.0,46.6
OTT,Ottawa Senators,2019,71,25,34,12,62,0.437,18,24,1,190,238,2.68,3.35,0,14.2,76.1,11.4,82.6,30.6,33.6,50.3
PHI,Philadelphia Flyers,2019,69,41,21,7,89,0.645,31,36,5,227,191,3.29,2.77,3,20.8,81.8,18.1,85.6,31.4,28.7,54.6
PIT,Pittsburgh Penguins,2019,69,40,23,6,86,0.623,29,37,3,221,196,3.2,2.84,4,19.9,82.1,17.5,85.3,31.9,29.7,48.9
SJS,San Jose Sharks,2019,70,29,36,5,63,0.45,22,27,2,180,225,2.57,3.21,2,17.5,85.7,14.3,88.8,30.0,30.6,48.9
STL,St. Louis Blues,2019,71,42,19,10,94,0.662,33,40,2,223,190,3.14,2.68,5,24.3,79.3,21.3,81.8,30.7,29.6,51.6
TBL,Tampa Bay Lightning,2019,70,43,21,6,92,0.657,35,41,2,243,194,3.47,2.77,4,23.1,81.4,19.8,84.0,31.1,30.9,50.5
TOR,Toronto Maple Leafs,2019,70,36,25,9,81,0.579,28,35,1,237,222,3.39,3.17,4,23.1,77.7,19.5,80.3,32.9,31.9,52.5
VAN,Vancouver Canucks,2019,69,36,27,6,78,0.565,27,32,4,224,214,3.25,3.1,2,24.2,80.5,22.5,82.8,31.2,33.3,54.0
VGK,Vegas Golden Knights,2019,71,39,24,8,86,0.606,30,36,3,224,209,3.15,2.94,6,22.0,76.6,20.4,80.8,34.5,29.3,50.0
WSH,Washington Capitals,2019,69,41,20,8,90,0.652,31,37,4,236,212,3.42,3.07,1,19.4,82.6,15.3,85.1,32.0,30.2,48.3
WPG,Winnipeg Jets,2019,71,37,28,6,80,0.563,30,34,3,213,201,3.0,2.83,6,20.5,77.6,19.0,81.0,31.3,32.6,50.1
ANA,Anaheim Ducks,2020,56,17,30,9,43,0.384,11,15,2,124,177,2.21,3.16,4,8.9,79.9,4.9,81.1,26.8,30.6,51.0
ARI,Arizona Coyotes,2020,56,24,26,6,54,0.482,19,21,3,150,174,2.68,3.11,4,20.8,80.8,18.5,82.0,27.5,30.5,49.1
BOS,Boston Bruins,2020,56,33,16,7,73,0.652,25,29,4,164,134,2.93,2.39,6,21.9,86.0,18.1,91.0,33.3,27.1,55.3
BUF,Buffalo Sabres,2020,56,15,34,7,37,0.33,11,11,4,134,196,2.39,3.5,0,21.0,77.7,17.5,81.3,28.4,33.7,49.6
CGY,Calgary Flames,2020,56,26,27,3,55,0.491,22,25,1,155,160,2.77,2.86,4,18.3,80.2,14.3,81.4,30.2,28.2,50.0
CAR,Carolina Hurricanes,2020,56,36,12,8,80,0.714,27,32,4,175,134,3.13,2.39,6,25.6,85.2,22.0,89.2,32.0,28.2,53.9
CHI,Chicago Blackhawks,2020,56,24,25,7,55,0.491,15,22,2,159,184,2.84,3.29,4,21.7,76.8,17.7,78.8,29.2,33.7,46.3
COL,Colorado Avalanche,2020,56,39,13,4,82,0.732,35,39,0,197,132,3.52,2.36,8,22.7,83.1,21.3,83.6,34.6,25.4,51.6
CBJ,Columbus Blue Jackets,2020,56,18,26,12,48,0.429,12,15,3,134,184,2.39,3.29,2,15.4,78.9,13.7,83.5,29.0,32.4,45.3
DAL,Dallas Stars,2020,56,23,19,14,60,0.536,17,21,2,156,148,2.79,2.64,4,23.6,79.1,21.0,81.0,30.3,27.1,51.8
DET,Detroit Red Wings,2020,56,19,27,10,48,0.429,16,17,2,125,168,2.23,3.0,2,11.4,78.7,8.7,78.7,27.3,31.9,50.1
EDM,Edmonton Oilers,2020,56,35,19,2,72,0.643,31,35,0,183,154,3.27,2.75,3,27.6,82.5,25.3,83.8,29.9,30.7,50.4
FLA,Florida Panthers,2020,56,37,14,5,79,0.705,26,36,1,188,151,3.36,2.7,3,20.5,79.8,18.4,82.1,34.9,30.0,50.2
LAK,Los Angeles Kings,2020,56,21,28,7,49,0.438,19,20,1,142,169,2.54,3.02,2,18.9,83.6,17.2,85.5,28.3,31.2,50.6
MIN,Minnesota Wild,2020,56,35,16,5,75,0.67,27,34,1,180,159,3.21,2.84,4,17.6,80.7,15.8,82.0,28.3,30.4,46.5
MTL,Montréal Canadiens,2020,56,24,21,11,59,0.527,20,23,1,158,165,2.82,2.95,1,19.2,78.5,17.9,83.7,31.2,28.2,48.4
NSH,Nashville Predators,2020,56,31,23,2,64,0.571,21,26,5,151,154,2.7,2.75,5,17.6,75.6,16.4,79.1,30.0,31.3,51.7
NJD,New Jersey Devils,2020,56,19,30,7,45,0.402,15,19,0,145,189,2.59,3.38,3,14.2,70.9,11.0,73.0,28.8,31.0,46.6
NYI,New York Islanders,2020,56,32,17,7,71,0.634,24,28,4,152,125,2.71,2.23,10,18.8,83.7,18.8,86.7,29.0,28.4,51.4
NYR,New York Rangers,2020,56,27,23,6,60,0.536,24,26,1,176,155,3.14,2.77,5,20.7,82.2,18.4,87.0,28.7,29.7,44.5
OTT,Ottawa Senators,2020,56,23,28,5,51,0.455,18,21,2,155,189,2.77,3.38,2,15.5,78.9,12.6,83.0,29.7,32.1,47.4
PHI,Philadelphia Flyers,2020,56,25,23,8,58,0.518,17,22,3,160,197,2.86,3.52,3,19.2,73.1,15.6,73.7,30.2,29.2,54.0
PIT,Pittsburgh Penguins,2020,56,37,16,3,77,0.688,29,34,3,193,155,3.45,2.77,5,23.7,77.4,21.1,81.3,30.1,30.0,49.3
SJS,San Jose Sharks,2020,56,21,28,7,49,0.438,15,16,5,146,196,2.61,3.5,2,14.1,80.4,11.5,83.2,30.0,32.0,48.4
STL,St. Louis Blues,2020,56,27,20,9,63,0.563,19,25,2,167,167,2.98,2.98,1,23.2,77.8,22.6,81.3,29.0,29.8,53.3
TBL,Tampa Bay Lightning,2020,56,36,17,3,75,0.67,29,35,1,180,145,3.21,2.59,6,22.2,84.2,20.6,85.8,30.2,28.3,50.1
TOR,Toronto Maple Leafs,2020,56,35,14,7,77,0.688,29,34,1,186,148,3.32,2.64,3,20.0,78.5,15.5,80.6,31.3,27.8,51.1
VAN,Vancouver Canucks,2020,56,23,29,4,50,0.446,17,20,3,148,187,2.64,3.34,1,17.4,79.8,14.8,83.1,29.1,33.4,52.3
VGK,Vegas Golden Knights,2020,56,40,14,2,82,0.732,30,39,1,190,122,3.39,2.18,7,17.8,86.8,16.7,89.6,32.7,27.3,49.5
WSH,Washington Capitals,2020,56,36,15,5,77,0.688,29,33,3,188,161,3.36,2.88,4,24.8,84.0,19.6,85.2,29.4,28.8,49.2
WPG,Winnipeg Jets,2020,56,30,23,3,63,0.563,24,30,0,170,152,3.04,2.71,5,23.0,80.5,21.1,82.6,29.7,30.6,50.5
ANA,Anaheim Ducks,2021,82,31,37,14,76,0.463,22,27,4,228,266,2.78,3.24,4,21.9,80.8,20.1,83.5,29.2,33.2,48.2
ARI,Arizona Coyotes,2021,82,25,50,7,57,0.348,18,24,1,206,309,2.51,3.77,1,13.9,75.0,11.9,76.2,25.9,35.5,47.3
BOS,Boston Bruins,2021,82,51,26,5,107,0.652,40,49,2,253,218,3.09,2.66,4,21.2,81.3,18.6,83.2,36.1,28.7,54.2
BUF,Buffalo Sabres,2021,82,32,39,11,75,0.457,25,29,3,229,287,2.79,3.5,1,21.2,76.4,18.5,79.2,29.9,33.0,46.0
CGY,Calgary Flames,2021,82,50,21,11,111,0.677,44,48,2,291,206,3.55,2.51,11,22.9,83.2,21.6,86.0,35.5,29.0,51.1
CAR,Carolina Hurricanes,2021,82,54,20,8,116,0.707,47,53,1,277,200,3.38,2.44,6,22.0,88.0,20.7,89.5,34.1,28.2,53.9
CHI,Chicago Blackhawks,2021,82,28,42,12,68,0.415,16,22,6,213,289,2.6,3.52,4,19.2,76.2,16.7,77.1,28.8,33.0,49.6
COL,Colorado Avalanche,2021,82,56,19,7,119,0.726,46,52,4,308,232,3.76,2.83,7,24.0,79.7,22.2,82.2,35.0,32.0,47.3
CBJ,Columbus Blue Jackets,2021,82,37,38,7,81,0.494,26,33,4,258,297,3.15,3.62,2,18.6,78.6,15.9,81.5,30.0,35.2,48.5
DAL,Dallas Stars,2021,82,46,30,6,98,0.598,31,41,5,233,244,2.84,2.98,2,22.4,79.0,20.3,82.2,30.3,31.0,54.8
